Customer_ID,Gender,Age,Region,Product_Category,Units_Purchased,Price_Per_Unit,Purchase_Date,Total_Amount
CUST007,Female,22,East,Electronics,6,459.36,2024-11-07,2756.16
CUST033,Male,60,East,Home & Kitchen,3,92.53,2024-04-07,277.59
CUST003,Male,58,East,Books,3,16.26,2024-10-23,48.78
CUST088,Female,43,Central,Home & Kitchen,1,233.0,2024-05-22,233.0
CUST079,Female,41,Central,Home & Kitchen,3,186.76,2024-06-22,560.28
CUST100,Male,50,North,Electronics,6,1118.5,2024-03-23,6711.0
CUST001,Female,69,East,Clothing,6,27.45,2024-11-06,164.7
CUST081,Female,65,East,Electronics,2,875.22,2024-09-18,1750.44
CUST078,Female,61,South,Clothing,1,69.09,2024-12-21,69.09
CUST071,Male,28,North,Books,4,,2024-06-23,
CUST042,Male,19,North,Books,6,8.68,2024-02-25,52.08
CUST010,Female,27,West,Health & Beauty,3,76.26,2024-06-18,228.78
CUST069,Male,56,East,Health & Beauty,6,25.72,2024-08-19,154.32
CUST043,Male,61,South,Health & Beauty,6,72.83,2024-10-22,436.98
CUST058,Male,68,West,Books,2,11.46,2024-12-14,22.92
CUST062,Female,46,Central,Electronics,4,481.01,2024-11-24,1924.04
CUST011,Male,20,East,Electronics,6,564.44,2024-09-10,3386.64
CUST071,Male,26,North,Electronics,1,551.99,2024-07-26,551.99
CUST040,Female,22,East,Home & Kitchen,6,224.3,2024-01-17,1345.8
CUST033,Female,33,East,Health & Beauty,1,61.93,2024-02-01,61.93
CUST071,Female,67,Central,Electronics,1,983.98,2024-07-05,983.98
CUST035,Male,59,South,Health & Beauty,2,32.24,2024-01-22,64.48
CUST097,Male,41,South,Health & Beauty,4,33.3,2024-01-07,133.2
CUST021,Female,41,South,Home & Kitchen,1,109.39,2024-05-25,109.39
CUST024,Female,42,West,Books,2,9.09,2024-03-10,18.18
CUST098,Male,54,South,Electronics,5,857.42,2024-11-09,4287.1
CUST064,Male,20,West,Home & Kitchen,2,259.96,2024-03-27,519.92
CUST005,Female,56,Central,Books,5,11.38,2024-01-23,56.9
CUST051,Male,27,East,Books,6,15.94,2024-05-07,95.64
CUST010,Female,61,West,Electronics,4,742.08,2024-09-02,2968.32
CUST044,Male,46,Central,Sports & Outdoors,1,76.55,2024-06-27,76.55
CUST054,Female,41,West,Health & Beauty,1,,2024-08-04,
CUST031,Male,41,Central,Clothing,6,68.02,2024-10-28,408.12
CUST031,Female,46,South,Health & Beauty,3,27.98,2024-11-24,83.94
CUST072,Male,66,South,Health & Beauty,1,16.67,2024-09-28,16.67
CUST082,Female,22,Central,Clothing,4,33.67,2024-04-24,134.68
CUST088,Male,54,North,Sports & Outdoors,6,76.07,2024-11-18,456.42
CUST073,Female,26,Central,Books,2,,2024-07-08,
CUST074,Female,51,West,Clothing,4,87.5,2024-09-26,350.0
CUST061,Female,41,Central,Clothing,1,44.67,2024-12-10,44.67
CUST024,Female,43,East,Home & Kitchen,2,,2024-12-22,
CUST066,Female,38,North,Home & Kitchen,4,172.27,2024-01-13,689.08
CUST063,Male,59,Central,Home & Kitchen,1,215.26,2024-07-14,215.26
CUST043,Female,35,North,Books,6,10.01,2024-11-11,60.06
CUST002,Male,33,North,Clothing,1,63.53,2024-09-02,63.53
CUST085,Female,25,Central,Electronics,1,547.9,2024-01-24,547.9
CUST056,Male,19,Central,Clothing,3,90.84,2024-05-07,272.52
CUST049,Female,65,South,Books,3,16.13,2024-10-28,48.39
CUST087,Female,29,Central,Home & Kitchen,3,161.44,2024-08-27,484.32
CUST058,Male,49,Central,Books,2,13.79,2024-04-21,27.58
CUST059,Female,51,South,Home & Kitchen,4,166.26,2024-12-23,665.04
CUST028,Male,42,South,Books,2,12.98,2024-11-12,25.96
CUST090,Male,53,East,Electronics,6,614.85,2024-10-18,3689.1
CUST069,Female,25,Central,Home & Kitchen,6,65.41,2024-12-20,392.46
CUST067,Female,34,West,Home & Kitchen,2,238.06,2024-04-25,476.12
CUST063,Male,67,North,Clothing,1,,2024-12-07,
CUST088,Female,34,South,Sports & Outdoors,5,40.0,2024-05-15,200.0
CUST010,Female,63,Central,Sports & Outdoors,5,85.16,2024-03-22,425.8
CUST034,Female,46,West,Books,1,19.91,2024-02-06,19.91
CUST026,Male,31,North,Health & Beauty,5,78.1,2024-03-24,390.5
CUST077,Female,57,Central,Health & Beauty,6,53.33,2024-09-04,319.98
CUST008,Male,36,West,Clothing,2,64.29,2024-07-02,128.58
CUST093,Male,62,North,Books,4,,2024-07-09,
CUST022,Male,49,West,Electronics,3,1054.72,2024-09-09,3164.16
CUST091,Male,30,South,Clothing,6,53.49,2024-03-06,320.94
CUST003,Female,25,Central,Home & Kitchen,2,183.88,2024-10-28,367.76
CUST064,Female,26,West,Electronics,6,1093.52,2024-05-01,6561.12
CUST008,Male,22,West,Books,6,18.45,2024-06-15,110.7
CUST055,Male,46,Central,Home & Kitchen,2,270.41,2024-12-05,540.82
CUST037,Male,29,North,Health & Beauty,4,45.96,2024-01-05,183.84
CUST075,Male,63,Central,Books,5,9.74,2024-06-20,48.7
CUST080,Female,46,West,Home & Kitchen,6,275.69,2024-01-25,1654.14
CUST031,Male,23,East,Books,4,23.71,2024-11-20,94.84
CUST027,Male,69,North,Home & Kitchen,2,175.53,2024-11-10,351.06
CUST003,Male,61,West,Books,1,27.81,2024-08-26,27.81
CUST008,Male,38,East,Sports & Outdoors,1,165.08,2024-10-18,165.08
CUST012,Male,60,North,Health & Beauty,2,59.04,2024-06-03,118.08
CUST030,Female,40,South,Clothing,1,69.62,2024-12-11,69.62
CUST096,Female,63,Central,Home & Kitchen,5,80.07,2024-09-08,400.35
CUST027,Female,22,North,Home & Kitchen,6,239.3,2024-03-17,1435.8
CUST052,Female,53,North,Health & Beauty,4,26.24,2024-02-26,104.96
CUST100,Female,52,West,Sports & Outdoors,3,197.26,2024-09-06,591.78
CUST008,Male,36,East,Clothing,4,97.77,2024-07-18,391.08
CUST099,Female,37,North,Books,3,25.79,2024-09-13,77.37
CUST100,Male,28,Central,Home & Kitchen,2,81.55,2024-02-12,163.1
CUST045,Female,63,North,Clothing,2,53.87,2024-04-07,107.74
CUST055,Female,63,North,Books,3,29.74,2024-11-11,89.22
CUST012,Female,62,West,Home & Kitchen,6,158.85,2024-06-12,953.1
CUST051,Female,58,North,Home & Kitchen,1,299.32,2024-05-07,299.32
CUST095,Male,29,East,Sports & Outdoors,2,134.76,2024-10-17,269.52
CUST038,Female,68,West,Sports & Outdoors,5,170.97,2024-08-18,854.85
CUST027,Male,41,South,Sports & Outdoors,5,70.13,2024-11-01,350.65
CUST086,Female,50,South,Books,5,28.04,2024-02-22,140.2
CUST046,Female,32,West,Health & Beauty,6,74.42,2024-06-15,446.52
CUST088,Female,25,East,Clothing,5,,2024-04-21,
CUST034,Male,30,West,Home & Kitchen,3,147.02,2024-10-20,441.06
CUST024,Male,68,West,Books,6,16.74,2024-04-02,100.44
CUST013,Female,26,West,Home & Kitchen,1,131.53,2024-11-11,131.53
CUST076,Female,33,West,Books,6,14.08,2024-07-26,84.48
CUST003,Male,68,North,Home & Kitchen,3,164.54,2024-02-13,493.62
CUST025,Male,49,Central,Electronics,2,1098.77,2024-05-18,2197.54
CUST055,Female,19,South,Health & Beauty,5,66.13,2024-12-10,330.65
CUST017,Female,41,East,Clothing,5,69.84,2024-01-17,349.2
CUST021,Male,53,North,Health & Beauty,5,48.97,2024-06-17,244.85
CUST081,Female,54,South,Health & Beauty,2,42.27,2024-09-15,84.54
CUST049,Male,41,Central,Clothing,6,53.16,2024-08-02,318.96
CUST043,Female,47,West,Sports & Outdoors,4,50.93,2024-05-21,203.72
CUST093,Female,69,Central,Health & Beauty,3,53.22,2024-04-11,159.66
CUST048,Male,53,South,Electronics,6,1006.7,2024-09-03,6040.2
CUST095,Male,26,South,Sports & Outdoors,1,189.44,2024-02-06,189.44
CUST072,Female,57,North,Books,2,28.35,2024-09-18,56.7
CUST006,Male,23,North,Sports & Outdoors,4,123.47,2024-01-21,493.88
CUST062,Female,22,East,Clothing,4,,2024-02-07,
CUST016,Female,36,East,Books,5,27.51,2024-09-05,137.55
CUST059,Male,41,West,Sports & Outdoors,3,88.02,2024-10-26,264.06
CUST075,Female,62,North,Electronics,2,702.97,2024-06-17,1405.94
CUST030,Female,48,North,Home & Kitchen,5,68.71,2024-01-15,343.55
CUST023,Male,28,East,Home & Kitchen,3,251.08,2024-11-05,753.24
CUST081,Female,65,East,Electronics,2,875.22,2024-09-18,1750.44
CUST084,Male,46,South,Books,1,18.55,2024-04-09,18.55
CUST002,Female,68,Central,Sports & Outdoors,6,158.08,2024-05-24,948.48
CUST082,Female,23,East,Books,6,9.41,2024-11-14,56.46
CUST022,Male,49,West,Electronics,3,1054.72,2024-09-09,3164.16
