Survey_ID,Customer_ID,Store_Location,Visit_Date,Purchase_Amount,Wait_Time_Min,Staff_Rating,Product_Rating,Cleanliness_Rating,Recommend,Total_Rating
SURV0169,CUST0079,San Francisco,2024-06-23,29.98,36.0,1.0,8.0,2.0,Yes,3.7
SURV0288,CUST0247,San Francisco,2024-06-28,275.9,42.0,9.0,3.0,7.0,No,6.3
SURV0489,CUST0136,Seattle,2024-06-09,475.7,19.0,4.0,10.0,3.0,Yes,5.7
SURV0194,CUST0244,Boston,2024-03-23,320.22,20.0,2.0,8.0,5.0,No,5.0
SURV0153,CUST0151,Dallas,2024-06-07,81.0,33.0,8.0,5.0,3.0,No,5.3
SURV0290,CUST0206,San Francisco,2024-03-22,299.51,29.0,8.0,6.0,1.0,No,5.0
SURV0299,CUST0217,Chicago,2024-04-10,315.22,37.0,2.0,4.0,2.0,Yes,2.7
SURV0432,CUST0158,Atlanta,2024-06-06,383.14,40.0,1.0,8.0,5.0,No,4.7
SURV0494,CUST0177,San Francisco,2024-07-01,102.18,2.0,2.0,1.0,8.0,Yes,3.7
SURV0104,CUST0162,Miami,2024-07-07,259.2,45.0,6.0,6.0,6.0,No,6.0
SURV0518,CUST0340,New York,2024-08-03,407.17,30.0,3.0,7.0,1.0,No,3.7
SURV0075,CUST0182,Boston,2024-08-22,356.36,5.0,5.0,2.0,7.0,No,4.7
SURV0374,CUST0225,San Francisco,2024-03-11,344.67,23.0,9.0,3.0,2.0,Yes,4.7
SURV0543,CUST0147,Chicago,2024-06-04,122.03,21.0,5.0,5.0,4.0,No,4.7
SURV0120,CUST0299,Miami,2024-03-23,274.28,39.0,7.0,1.0,4.0,Yes,4.0
SURV0342,CUST0162,Houston,2024-08-05,242.0,12.0,8.0,5.0,8.0,Yes,7.0
SURV0362,CUST0038,Houston,2024-06-28,325.21,29.0,1.0,10.0,9.0,Yes,6.7
SURV0430,CUST0066,San Francisco,2024-03-10,67.36,30.0,10.0,4.0,10.0,Yes,8.0
SURV0482,CUST0275,San Francisco,2024-05-07,350.92,18.0,6.0,4.0,2.0,No,4.0
SURV0313,CUST0026,Chicago,2024-07-23,22.42,45.0,6.0,3.0,3.0,Yes,4.0
SURV0303,CUST0080,Atlanta,2024-07-26,274.91,22.0,4.0,4.0,1.0,Yes,3.0
SURV0358,CUST0235,Atlanta,2024-08-28,297.03,42.0,8.0,5.0,8.0,Yes,7.0
SURV0464,CUST0236,New York,2024-05-21,295.85,37.0,4.0,5.0,9.0,Yes,6.0
SURV0334,CUST0021,Boston,2024-04-23,66.88,10.0,7.0,4.0,4.0,Yes,5.0
SURV0037,CUST0111,Chicago,2024-06-27,159.26,10.0,2.0,1.0,5.0,Yes,2.7
SURV0140,CUST0240,Los Angeles,2024-07-25,486.17,8.0,2.0,8.0,7.0,Yes,5.7
SURV0254,CUST0240,Seattle,2024-06-23,165.29,5.0,10.0,9.0,8.0,Yes,9.0
SURV0466,CUST0157,Houston,2024-04-02,193.69,33.0,7.0,2.0,5.0,No,4.7
SURV0060,CUST0036,San Francisco,2024-06-13,169.41,32.0,1.0,8.0,2.0,Yes,3.7
SURV0112,CUST0136,Dallas,2024-03-19,89.0,18.0,2.0,7.0,7.0,Yes,5.3
SURV0321,CUST0042,Houston,2024-03-09,279.12,12.0,7.0,8.0,3.0,Yes,6.0
SURV0541,CUST0001,New York,2024-05-15,477.49,6.0,2.0,10.0,5.0,Yes,5.7
SURV0263,CUST0056,Atlanta,2024-03-03,78.64,18.0,3.0,7.0,5.0,Yes,5.0
SURV0437,CUST0350,New York,2024-04-09,45.65,2.0,6.0,4.0,3.0,No,4.3
SURV0298,CUST0147,Chicago,2024-05-18,115.75,33.0,9.0,7.0,1.0,Yes,
SURV0151,CUST0175,San Francisco,2024-03-16,455.05,6.0,5.0,6.0,2.0,Yes,4.3
SURV0267,CUST0275,Dallas,2024-08-27,351.54,40.0,9.0,1.0,5.0,Yes,5.0
SURV0488,CUST0298,Boston,2024-05-02,147.67,21.0,8.0,6.0,3.0,No,5.7
SURV0039,CUST0053,Houston,2024-04-24,345.27,20.0,8.0,3.0,1.0,Yes,4.0
SURV0381,CUST0342,Chicago,2024-04-06,67.9,10.0,9.0,10.0,1.0,Yes,6.7
SURV0308,CUST0297,Dallas,2024-03-08,168.25,33.0,6.0,9.0,6.0,No,
SURV0199,CUST0311,Chicago,2024-04-21,444.67,26.0,10.0,5.0,3.0,Yes,6.0
SURV0361,CUST0052,Los Angeles,2024-08-25,200.2,9.0,9.0,1.0,8.0,No,6.0
SURV0147,CUST0350,Miami,2024-06-08,308.69,6.0,3.0,2.0,4.0,Yes,3.0
SURV0474,CUST0143,Atlanta,2024-07-14,446.66,32.0,6.0,1.0,7.0,No,4.7
SURV0148,CUST0275,Los Angeles,2024-06-19,256.31,26.0,7.0,5.0,4.0,Yes,5.3
SURV0372,CUST0146,Seattle,2024-04-23,18.93,26.0,3.0,9.0,4.0,Yes,5.3
SURV0347,CUST0123,Boston,2024-06-04,321.2,25.0,3.0,3.0,4.0,No,3.3
SURV0124,CUST0071,Boston,2024-07-26,63.93,26.0,2.0,3.0,3.0,Yes,2.7
SURV0447,CUST0084,San Francisco,2024-03-26,493.14,32.0,4.0,7.0,4.0,Yes,5.0
SURV0097,CUST0017,Miami,2024-08-02,266.14,14.0,10.0,9.0,9.0,Yes,9.3
SURV0144,CUST0006,Dallas,2024-05-11,157.43,42.0,2.0,10.0,5.0,No,5.7
SURV0240,CUST0293,Los Angeles,2024-08-08,96.78,35.0,2.0,7.0,9.0,Yes,6.0
SURV0333,CUST0305,Dallas,2024-06-11,17.05,11.0,9.0,6.0,6.0,No,7.0
SURV0098,CUST0162,Houston,2024-03-08,219.5,26.0,10.0,9.0,4.0,Yes,7.7
SURV0502,CUST0098,Chicago,2024-04-11,272.69,23.0,4.0,2.0,3.0,No,3.0
SURV0294,CUST0002,San Francisco,2024-05-20,186.49,27.0,6.0,6.0,9.0,No,7.0
SURV0426,CUST0299,Seattle,2024-05-26,279.27,30.0,10.0,3.0,3.0,No,5.3
SURV0123,CUST0113,New York,2024-03-26,165.82,22.0,3.0,5.0,6.0,Yes,4.7
SURV0184,CUST0124,Houston,2024-08-06,439.9,11.0,9.0,10.0,9.0,Yes,9.3
SURV0203,CUST0103,Boston,2024-06-15,89.2,11.0,5.0,9.0,1.0,Yes,5.0
SURV0324,CUST0305,Miami,2024-03-10,147.17,27.0,3.0,5.0,5.0,Yes,4.3
SURV0247,CUST0049,Atlanta,2024-04-09,219.81,41.0,6.0,7.0,5.0,Yes,6.0
SURV0370,CUST0126,San Francisco,2024-08-23,43.99,37.0,8.0,7.0,2.0,No,5.7
SURV0435,CUST0184,Atlanta,2024-07-17,51.21,1.0,6.0,7.0,2.0,No,5.0
SURV0427,CUST0283,Chicago,2024-06-02,226.35,29.0,10.0,7.0,10.0,No,9.0
SURV0363,CUST0276,Boston,2024-07-02,234.54,14.0,5.0,6.0,4.0,No,5.0
SURV0478,CUST0329,Houston,2024-03-27,281.39,37.0,3.0,5.0,3.0,Yes,3.7
SURV0463,CUST0103,Boston,2024-06-23,375.56,8.0,,1.0,10.0,Yes,6.0
SURV0126,CUST0253,Chicago,2024-07-14,219.28,25.0,,1.0,5.0,Yes,3.7
SURV0366,CUST0136,Seattle,2024-08-10,199.19,22.0,4.0,8.0,8.0,Yes,6.7
SURV0224,CUST0037,Boston,2024-07-24,190.18,9.0,9.0,4.0,8.0,Yes,7.0
SURV0506,CUST0001,Los Angeles,2024-04-05,89.68,37.0,6.0,7.0,4.0,Yes,5.7
SURV0220,CUST0118,Dallas,2024-05-28,426.12,,3.0,10.0,9.0,Yes,7.3
SURV0130,CUST0079,Houston,2024-03-28,260.27,25.0,7.0,6.0,8.0,Yes,7.0
SURV0508,CUST0276,San Francisco,2024-04-04,413.04,30.0,10.0,8.0,9.0,Yes,9.0
SURV0349,CUST0203,Atlanta,2024-03-24,193.56,40.0,5.0,7.0,6.0,No,6.0
SURV0397,CUST0105,Atlanta,2024-08-14,430.62,44.0,6.0,2.0,2.0,Yes,3.3
SURV0458,CUST0056,Boston,2024-03-20,239.64,8.0,7.0,7.0,8.0,Yes,7.3
SURV0548,CUST0336,Los Angeles,2024-06-08,339.07,34.0,4.0,1.0,9.0,No,4.7
SURV0431,CUST0022,Los Angeles,2024-05-24,80.07,16.0,7.0,7.0,1.0,Yes,5.0
SURV0356,CUST0038,Miami,2024-03-28,,37.0,1.0,6.0,5.0,Yes,4.0
SURV0295,CUST0200,Boston,2024-06-21,72.26,36.0,3.0,1.0,7.0,Yes,3.7
SURV0445,CUST0080,San Francisco,2024-08-13,408.27,39.0,4.0,7.0,3.0,No,4.7
SURV0411,CUST0067,Boston,2024-08-25,166.46,17.0,8.0,5.0,5.0,No,6.0
SURV0368,CUST0179,Seattle,2024-03-14,453.62,23.0,3.0,6.0,9.0,Yes,6.0
SURV0113,CUST0072,New York,2024-03-10,465.55,38.0,7.0,3.0,6.0,Yes,5.3
SURV0180,CUST0186,Houston,2024-03-24,77.39,30.0,7.0,7.0,7.0,Yes,7.0
SURV0408,CUST0023,Boston,2024-08-13,15.31,28.0,4.0,7.0,4.0,No,5.0
SURV0535,CUST0090,Los Angeles,2024-03-05,386.8,29.0,2.0,4.0,8.0,Yes,4.7
SURV0399,CUST0136,Los Angeles,2024-06-28,377.93,25.0,8.0,5.0,6.0,Yes,6.3
SURV0315,CUST0245,Dallas,2024-06-16,419.63,15.0,8.0,3.0,6.0,No,5.7
SURV0152,CUST0058,Chicago,2024-05-06,127.39,37.0,9.0,2.0,2.0,Yes,4.3
SURV0269,CUST0072,San Francisco,2024-03-25,186.15,32.0,,3.0,7.0,Yes,6.7
SURV0234,CUST0143,Atlanta,2024-07-16,251.33,14.0,2.0,7.0,8.0,Yes,5.7
SURV0307,CUST0030,San Francisco,2024-07-14,262.99,10.0,1.0,10.0,2.0,Yes,4.3
SURV0377,CUST0314,San Francisco,2024-06-05,423.99,15.0,4.0,3.0,3.0,Yes,3.3
SURV0165,CUST0328,Seattle,2024-08-16,54.24,3.0,4.0,4.0,7.0,Yes,5.0
SURV0318,CUST0081,New York,2024-06-07,94.91,5.0,4.0,5.0,6.0,Yes,5.0
SURV0137,CUST0198,Seattle,2024-04-24,264.21,36.0,2.0,3.0,4.0,Yes,3.0
SURV0198,CUST0271,San Francisco,2024-05-23,449.58,1.0,1.0,6.0,10.0,Yes,5.7
SURV0424,CUST0019,Houston,2024-03-21,252.27,19.0,6.0,5.0,2.0,Yes,4.3
SURV0259,CUST0051,San Francisco,2024-03-20,289.33,25.0,8.0,4.0,10.0,Yes,7.3
SURV0233,CUST0122,Boston,2024-06-23,292.68,44.0,9.0,1.0,7.0,Yes,5.7
SURV0116,CUST0276,Miami,2024-08-07,437.02,25.0,7.0,6.0,5.0,Yes,6.0
SURV0121,CUST0205,San Francisco,2024-05-28,405.65,17.0,1.0,10.0,10.0,No,7.0
SURV0423,CUST0280,San Francisco,2024-04-21,54.69,23.0,2.0,3.0,8.0,Yes,4.3
SURV0225,CUST0324,Dallas,2024-03-25,139.95,11.0,4.0,10.0,9.0,No,7.7
SURV0530,CUST0099,Chicago,2024-08-04,433.71,9.0,6.0,5.0,8.0,Yes,6.3
SURV0406,CUST0217,Seattle,2024-08-10,448.81,22.0,6.0,6.0,4.0,No,5.3
SURV0348,CUST0136,San Francisco,2024-07-15,32.2,33.0,9.0,4.0,3.0,No,5.3
SURV0128,CUST0025,Seattle,2024-03-17,431.76,13.0,10.0,1.0,5.0,Yes,5.3
SURV0256,CUST0345,San Francisco,2024-06-09,282.83,14.0,8.0,,8.0,Yes,7.7
SURV0286,CUST0209,Seattle,2024-05-09,27.61,7.0,2.0,6.0,7.0,Yes,5.0
SURV0521,CUST0260,Seattle,2024-07-04,301.12,17.0,4.0,,8.0,No,6.7
SURV0498,CUST0262,Seattle,2024-07-07,48.09,11.0,4.0,1.0,6.0,No,3.7
SURV0108,CUST0203,Miami,2024-07-20,380.22,3.0,7.0,6.0,5.0,No,6.0
SURV0449,CUST0212,Los Angeles,2024-05-18,194.37,10.0,6.0,6.0,2.0,Yes,4.7
SURV0394,CUST0310,Chicago,2024-04-03,390.44,27.0,6.0,6.0,7.0,Yes,6.3
SURV0134,CUST0217,Los Angeles,2024-08-27,175.43,41.0,4.0,10.0,6.0,Yes,6.7
SURV0440,CUST0053,New York,2024-05-26,49.86,38.0,9.0,7.0,9.0,Yes,8.3
SURV0045,CUST0310,Miami,2024-08-08,136.8,13.0,10.0,2.0,7.0,No,6.3
SURV0170,CUST0192,Chicago,2024-04-10,299.54,24.0,5.0,10.0,4.0,Yes,6.3
SURV0066,CUST0120,Seattle,2024-06-28,275.92,21.0,7.0,6.0,8.0,Yes,7.0
SURV0284,CUST0122,Atlanta,2024-07-02,56.05,6.0,2.0,2.0,10.0,Yes,4.7
SURV0086,CUST0126,Chicago,2024-03-09,169.34,22.0,1.0,1.0,4.0,Yes,2.0
SURV0243,CUST0125,New York,2024-08-26,458.28,22.0,8.0,9.0,4.0,No,7.0
SURV0187,CUST0044,Chicago,2024-05-24,410.44,45.0,4.0,4.0,2.0,No,3.3
SURV0465,CUST0180,Miami,2024-06-04,481.46,3.0,8.0,10.0,6.0,Yes,8.0
SURV0160,CUST0092,Seattle,2024-03-08,366.83,11.0,1.0,4.0,6.0,No,3.7
SURV0013,CUST0217,Los Angeles,2024-03-02,417.9,2.0,9.0,4.0,7.0,No,6.7
SURV0036,CUST0080,Houston,2024-08-17,406.11,17.0,6.0,5.0,4.0,Yes,5.0
SURV0029,CUST0302,Miami,2024-07-08,300.28,30.0,5.0,10.0,9.0,Yes,8.0
SURV0171,CUST0083,Los Angeles,2024-08-19,342.01,31.0,9.0,4.0,1.0,Yes,4.7
SURV0143,CUST0284,Seattle,2024-08-19,253.65,19.0,10.0,5.0,8.0,No,7.7
SURV0481,CUST0348,New York,2024-03-23,318.41,31.0,3.0,2.0,7.0,Yes,4.0
SURV0413,CUST0135,Atlanta,2024-07-24,475.8,41.0,1.0,2.0,9.0,Yes,4.0
SURV0441,CUST0182,Seattle,2024-03-15,51.57,4.0,2.0,2.0,7.0,No,3.7
SURV0222,CUST0113,Atlanta,2024-05-19,288.47,9.0,8.0,2.0,9.0,Yes,6.3
SURV0516,CUST0320,San Francisco,2024-08-14,22.92,17.0,5.0,5.0,4.0,Yes,4.7
SURV0096,CUST0118,Seattle,2024-08-03,251.96,22.0,9.0,1.0,9.0,No,6.3
SURV0052,CUST0041,Atlanta,2024-04-08,389.82,11.0,2.0,7.0,8.0,Yes,5.7
SURV0241,CUST0296,Atlanta,2024-05-26,470.82,1.0,8.0,10.0,4.0,Yes,7.3
SURV0451,CUST0092,San Francisco,2024-05-22,390.8,34.0,6.0,7.0,8.0,Yes,7.0
SURV0352,CUST0331,Los Angeles,2024-03-16,429.68,44.0,10.0,2.0,7.0,Yes,6.3
SURV0542,CUST0156,Dallas,2024-07-20,307.03,18.0,3.0,5.0,5.0,Yes,4.3
SURV0179,CUST0058,Chicago,2024-05-08,469.0,6.0,6.0,10.0,,No,7.3
SURV0472,CUST0205,Atlanta,2024-05-22,485.24,24.0,2.0,1.0,4.0,Yes,2.3
SURV0042,CUST0050,Atlanta,2024-04-27,252.64,34.0,5.0,5.0,3.0,Yes,4.3
SURV0522,CUST0159,Miami,2024-06-17,196.64,17.0,7.0,9.0,4.0,Yes,6.7
SURV0469,CUST0013,New York,2024-03-08,119.56,34.0,3.0,2.0,5.0,No,3.3
SURV0207,CUST0333,New York,2024-03-13,59.72,3.0,1.0,9.0,4.0,Yes,4.7
SURV0393,CUST0145,Houston,2024-08-18,192.29,34.0,2.0,9.0,1.0,Yes,4.0
SURV0283,CUST0048,Chicago,2024-08-13,194.04,6.0,4.0,8.0,4.0,Yes,5.3
SURV0359,CUST0319,Chicago,2024-07-13,470.71,28.0,2.0,4.0,10.0,Yes,5.3
SURV0398,CUST0325,Seattle,2024-08-09,220.21,24.0,9.0,8.0,4.0,Yes,7.0
SURV0255,CUST0028,Seattle,2024-05-23,93.05,19.0,3.0,1.0,4.0,Yes,2.7
SURV0499,CUST0060,Los Angeles,2024-03-27,487.45,42.0,10.0,2.0,9.0,Yes,7.0
SURV0005,CUST0126,San Francisco,2024-08-03,86.45,30.0,5.0,9.0,3.0,Yes,5.7
SURV0257,CUST0335,Dallas,2024-07-18,468.72,26.0,8.0,8.0,7.0,Yes,7.7
SURV0531,CUST0216,Dallas,2024-06-23,408.32,22.0,8.0,4.0,2.0,No,4.7
SURV0101,CUST0034,San Francisco,2024-04-08,25.4,14.0,7.0,9.0,10.0,Yes,8.7
SURV0227,CUST0118,New York,2024-04-09,486.78,24.0,2.0,7.0,5.0,Yes,4.7
SURV0515,CUST0170,Boston,2024-03-05,32.16,24.0,8.0,3.0,5.0,No,5.3
SURV0214,CUST0116,New York,2024-03-18,119.89,44.0,3.0,4.0,3.0,No,3.3
SURV0510,CUST0101,Miami,2024-03-05,365.6,34.0,3.0,8.0,9.0,Yes,6.7
SURV0172,CUST0277,Atlanta,2024-05-16,18.13,6.0,1.0,2.0,9.0,Yes,4.0
SURV0099,CUST0206,Atlanta,2024-04-27,22.46,28.0,7.0,9.0,4.0,Yes,6.7
SURV0293,CUST0195,Houston,2024-04-17,413.07,,3.0,2.0,10.0,Yes,5.0
SURV0216,CUST0174,San Francisco,2024-07-26,126.25,13.0,2.0,8.0,8.0,No,6.0
SURV0062,CUST0339,New York,2024-03-28,142.96,27.0,9.0,5.0,4.0,Yes,6.0
SURV0407,CUST0142,Dallas,2024-03-27,200.71,26.0,6.0,2.0,9.0,Yes,5.7
SURV0048,CUST0236,Seattle,2024-05-08,264.83,11.0,3.0,9.0,2.0,Yes,4.7
SURV0033,CUST0217,Los Angeles,2024-07-18,41.88,29.0,7.0,6.0,2.0,Yes,5.0
SURV0418,CUST0288,Chicago,2024-08-07,171.05,7.0,1.0,8.0,3.0,No,4.0
SURV0268,CUST0230,Chicago,2024-05-19,354.22,14.0,5.0,4.0,3.0,No,4.0
SURV0328,CUST0207,Houston,2024-04-15,309.74,26.0,2.0,2.0,,No,2.7
SURV0201,CUST0109,Los Angeles,2024-03-19,324.6,38.0,8.0,9.0,5.0,Yes,7.3
SURV0135,CUST0306,Seattle,2024-06-23,472.03,45.0,6.0,2.0,4.0,Yes,4.0
SURV0028,CUST0230,New York,2024-06-02,261.97,15.0,10.0,4.0,9.0,No,7.7
SURV0471,CUST0099,Miami,2024-06-15,15.96,32.0,6.0,4.0,4.0,Yes,4.7
SURV0231,CUST0037,San Francisco,2024-03-06,399.46,31.0,9.0,3.0,7.0,No,6.3
SURV0261,CUST0207,San Francisco,2024-08-11,311.35,42.0,6.0,6.0,8.0,Yes,6.7
SURV0379,CUST0271,San Francisco,2024-06-19,409.09,9.0,9.0,4.0,8.0,No,7.0
SURV0289,CUST0110,New York,2024-07-27,150.41,15.0,1.0,6.0,1.0,No,2.7
SURV0419,CUST0005,Miami,2024-07-09,339.53,1.0,4.0,9.0,9.0,Yes,7.3
SURV0163,CUST0321,Atlanta,2024-04-23,320.43,24.0,8.0,3.0,3.0,Yes,4.7
SURV0392,CUST0140,Miami,2024-06-10,212.18,27.0,2.0,3.0,7.0,No,4.0
SURV0513,CUST0036,Seattle,2024-05-01,467.04,22.0,3.0,7.0,8.0,Yes,6.0
SURV0139,CUST0306,Boston,2024-05-20,188.18,34.0,10.0,10.0,,Yes,9.0
SURV0063,CUST0117,Chicago,2024-07-13,416.08,29.0,8.0,1.0,2.0,Yes,3.7
SURV0136,CUST0033,New York,2024-04-14,168.37,18.0,9.0,9.0,9.0,Yes,9.0
SURV0129,CUST0057,Atlanta,2024-08-11,13.41,20.0,7.0,3.0,6.0,Yes,5.3
SURV0549,CUST0165,Dallas,2024-06-11,264.95,17.0,7.0,8.0,9.0,No,8.0
SURV0009,CUST0347,Boston,2024-03-27,304.55,15.0,9.0,8.0,9.0,Yes,8.7
SURV0327,CUST0121,Atlanta,2024-08-16,281.63,36.0,10.0,6.0,4.0,Yes,6.7
SURV0345,CUST0343,Miami,2024-07-11,205.27,40.0,4.0,9.0,1.0,Yes,4.7
SURV0065,CUST0041,Dallas,2024-05-10,147.66,19.0,9.0,8.0,7.0,Yes,8.0
SURV0301,CUST0339,Miami,2024-06-04,35.32,33.0,6.0,6.0,6.0,Yes,6.0
SURV0015,CUST0016,Los Angeles,2024-07-28,99.09,39.0,7.0,5.0,10.0,No,7.3
SURV0157,CUST0002,Seattle,2024-08-09,339.35,6.0,7.0,9.0,6.0,Yes,7.3
SURV0041,CUST0195,San Francisco,2024-05-25,69.8,5.0,6.0,4.0,5.0,Yes,5.0
SURV0380,CUST0005,Chicago,2024-08-26,148.11,9.0,6.0,2.0,6.0,Yes,4.7
SURV0188,CUST0249,Los Angeles,2024-07-25,282.05,44.0,8.0,4.0,3.0,Yes,5.0
SURV0486,CUST0134,Seattle,2024-08-12,451.57,33.0,5.0,9.0,5.0,Yes,6.3
SURV0217,CUST0011,Miami,2024-07-08,169.45,40.0,1.0,3.0,9.0,No,4.3
SURV0410,CUST0171,Los Angeles,2024-07-28,54.73,7.0,10.0,3.0,10.0,Yes,7.7
SURV0280,CUST0334,Atlanta,2024-04-11,399.94,40.0,5.0,5.0,1.0,Yes,3.7
SURV0053,CUST0283,New York,2024-06-23,470.35,16.0,9.0,6.0,7.0,Yes,7.3
SURV0519,CUST0064,San Francisco,2024-06-15,493.77,23.0,10.0,5.0,9.0,Yes,8.0
SURV0338,CUST0337,Atlanta,2024-05-24,354.79,8.0,4.0,7.0,10.0,Yes,7.0
SURV0237,CUST0110,Boston,2024-08-10,147.58,34.0,8.0,6.0,10.0,Yes,8.0
SURV0208,CUST0192,San Francisco,2024-06-03,335.12,33.0,9.0,10.0,6.0,No,8.3
SURV0213,CUST0127,Boston,2024-03-08,329.46,10.0,10.0,5.0,2.0,Yes,5.7
SURV0296,CUST0136,Houston,2024-06-25,265.9,29.0,7.0,3.0,6.0,Yes,5.3
SURV0534,CUST0347,Chicago,2024-07-05,282.16,26.0,4.0,10.0,9.0,Yes,7.7
SURV0252,CUST0217,San Francisco,2024-07-10,198.7,21.0,8.0,6.0,6.0,Yes,6.7
SURV0117,CUST0135,Houston,2024-03-19,403.8,37.0,3.0,7.0,10.0,Yes,6.7
SURV0462,CUST0114,Los Angeles,2024-08-27,328.11,23.0,3.0,5.0,4.0,Yes,4.0
SURV0456,CUST0137,San Francisco,2024-03-22,251.39,7.0,2.0,5.0,,Yes,3.7
SURV0121,CUST0205,San Francisco,2024-05-28,405.65,17.0,1.0,10.0,10.0,No,7.0
SURV0304,CUST0098,Atlanta,2024-04-23,322.34,2.0,4.0,5.0,10.0,Yes,6.3
SURV0351,CUST0344,Atlanta,2024-08-05,256.54,12.0,1.0,4.0,4.0,Yes,3.0
SURV0270,CUST0217,Los Angeles,2024-04-16,153.86,38.0,4.0,9.0,10.0,Yes,7.7
SURV0484,CUST0015,Los Angeles,2024-04-28,317.5,10.0,7.0,8.0,6.0,Yes,7.0
SURV0446,CUST0122,Los Angeles,2024-07-12,474.15,3.0,7.0,6.0,1.0,Yes,4.7
SURV0202,CUST0277,Boston,2024-05-16,51.23,37.0,6.0,10.0,4.0,Yes,6.7
SURV0162,CUST0055,Seattle,2024-06-18,319.83,31.0,3.0,,4.0,No,4.3
SURV0044,CUST0177,Los Angeles,2024-07-16,455.57,2.0,1.0,8.0,7.0,Yes,5.3
SURV0218,CUST0302,Los Angeles,2024-07-13,375.78,2.0,8.0,4.0,4.0,No,5.3
SURV0402,CUST0129,Miami,2024-06-04,452.25,24.0,8.0,9.0,5.0,No,7.3
SURV0191,CUST0065,Boston,2024-04-10,55.62,26.0,5.0,7.0,6.0,Yes,6.0
SURV0477,CUST0180,New York,2024-06-21,46.16,4.0,9.0,7.0,2.0,Yes,6.0
SURV0310,CUST0032,Dallas,2024-03-21,142.71,13.0,10.0,1.0,2.0,Yes,4.3
SURV0260,CUST0032,Los Angeles,2024-03-14,57.62,45.0,1.0,10.0,10.0,Yes,7.0
SURV0106,CUST0336,Boston,2024-05-25,132.15,14.0,7.0,6.0,9.0,No,7.3
SURV0054,CUST0151,Dallas,2024-04-23,448.47,8.0,10.0,4.0,7.0,No,7.0
SURV0390,CUST0284,Los Angeles,2024-05-22,405.35,7.0,8.0,4.0,3.0,Yes,5.0
SURV0002,CUST0058,Los Angeles,2024-08-07,475.85,1.0,6.0,6.0,9.0,Yes,7.0
SURV0526,CUST0207,San Francisco,2024-05-15,239.66,2.0,5.0,8.0,9.0,No,7.3
SURV0360,CUST0289,Seattle,2024-05-21,291.98,31.0,8.0,10.0,8.0,Yes,8.7
SURV0050,CUST0064,Dallas,2024-05-18,100.58,16.0,4.0,8.0,5.0,Yes,5.7
SURV0420,CUST0058,Seattle,2024-08-25,378.66,32.0,10.0,7.0,2.0,Yes,6.3
SURV0081,CUST0037,Dallas,2024-07-19,432.92,26.0,1.0,1.0,8.0,No,3.3
SURV0206,CUST0344,Dallas,2024-06-04,14.51,43.0,7.0,10.0,5.0,No,7.3
SURV0035,CUST0143,Atlanta,2024-06-20,483.16,10.0,3.0,5.0,4.0,Yes,4.0
SURV0509,CUST0344,Miami,2024-08-28,475.4,9.0,3.0,6.0,7.0,No,5.3
SURV0428,CUST0076,Los Angeles,2024-07-12,444.98,45.0,2.0,1.0,5.0,Yes,2.7
SURV0455,CUST0128,Atlanta,2024-08-12,64.49,32.0,10.0,6.0,9.0,Yes,8.3
SURV0367,CUST0068,New York,2024-04-24,480.98,11.0,7.0,10.0,7.0,No,8.0
SURV0092,CUST0286,Seattle,2024-03-16,359.49,1.0,9.0,2.0,10.0,No,7.0
SURV0340,CUST0290,Seattle,2024-06-13,57.94,26.0,3.0,2.0,2.0,Yes,2.3
SURV0346,CUST0161,New York,2024-03-28,311.77,18.0,6.0,1.0,10.0,Yes,5.7
SURV0242,CUST0243,Chicago,2024-08-19,477.43,40.0,6.0,9.0,8.0,Yes,7.7
SURV0014,CUST0017,Seattle,2024-04-16,114.05,11.0,5.0,9.0,2.0,Yes,5.3
SURV0316,CUST0258,Chicago,2024-04-15,351.03,29.0,2.0,8.0,8.0,Yes,6.0
SURV0388,CUST0060,Dallas,2024-06-21,96.95,38.0,8.0,1.0,6.0,No,5.0
SURV0274,CUST0128,Miami,2024-06-21,457.49,33.0,10.0,9.0,3.0,No,7.3
SURV0167,CUST0312,San Francisco,2024-03-03,167.18,40.0,5.0,4.0,7.0,No,5.3
SURV0512,CUST0221,Dallas,2024-04-19,214.94,35.0,6.0,1.0,4.0,Yes,3.7
SURV0485,CUST0060,San Francisco,2024-05-04,296.31,7.0,1.0,3.0,4.0,Yes,2.7
SURV0543,CUST0147,Chicago,2024-06-04,122.03,21.0,5.0,5.0,4.0,No,4.7
SURV0505,CUST0224,San Francisco,2024-05-28,345.52,5.0,4.0,5.0,9.0,Yes,6.0
SURV0244,CUST0243,Houston,2024-04-14,191.38,29.0,5.0,9.0,2.0,Yes,5.3
SURV0190,CUST0273,Boston,2024-05-04,128.51,6.0,6.0,6.0,6.0,Yes,6.0
SURV0476,CUST0143,Miami,2024-08-05,496.55,16.0,8.0,4.0,3.0,No,5.0
SURV0511,CUST0187,Boston,2024-03-12,310.57,44.0,10.0,1.0,3.0,Yes,4.7
SURV0059,CUST0099,Miami,2024-03-07,32.16,3.0,8.0,7.0,2.0,Yes,5.7
SURV0475,CUST0036,Boston,2024-07-24,268.57,43.0,5.0,5.0,9.0,No,6.3
SURV0253,CUST0211,Miami,2024-06-04,427.06,37.0,3.0,7.0,2.0,No,4.0
SURV0022,CUST0288,Atlanta,2024-04-21,78.35,15.0,6.0,6.0,2.0,Yes,4.7
