Order_ID,Customer_ID,Product,Category,Order_Quantity,Price,Return_Status,Shipping_Method,Order_date,Total_Price
ORD00268,CUST0015,Portable Monitor,Computer,3,319.05,Not Returned,Express,2024-08-01,957.15
ORD00269,CUST0013,Wireless Charger,Accessories,2,27.47,Not Returned,Free Shipping,2024-06-07,54.94
ORD00270,CUST0150,Smart Home Hub,Smart Home,2,237.89,Not Returned,International,2024-05-19,475.78
ORD00271,CUST0123,Smart Watch,Electronics,5,260.07,Not Returned,Next Day,2024-05-24,1300.35
ORD00272,CUST0129,USB-C Hub,Accessories,3,77.69,Not Returned,International,2024-10-08,233.07
ORD00273,CUST0136,Smart Watch,Electronics,2,355.46,Not Returned,Next Day,2024-08-12,710.92
ORD00274,CUST0041,Smart Home Hub,Smart Home,1,207.88,Not Returned,International,2024-10-16,207.88
ORD00275,CUST0015,External SSD,Storage,1,308.07,Not Returned,International,2024-04-24,308.07
ORD00276,CUST0131,Tablet,Electronics,3,538.98,Not Returned,International,2024-09-25,1616.94
ORD00277,CUST0021,Gaming Mouse,Computer,4,46.15,Returned,Free Shipping,2024-04-05,184.6
ORD00278,CUST0048,Noise Cancelling Earbuds,Audio,1,140.61,Not Returned,International,2024-01-14,140.61
ORD00279,CUST0018,Fitness Tracker,Wearables,5,86.07,Not Returned,Next Day,2024-01-08,430.35
ORD00280,CUST0018,Webcam HD,Accessories,3,105.12,Returned,Free Shipping,2024-09-12,315.36
ORD00281,CUST0061,External SSD,Storage,2,204.53,Returned,Standard,2024-11-27,409.06
ORD00282,CUST0104,Fitness Tracker,Wearables,1,184.48,Returned,Next Day,2024-12-01,184.48
ORD00283,CUST0031,Wireless Charger,Accessories,3,49.88,Not Returned,Next Day,2024-06-01,149.64
ORD00284,CUST0146,Wireless Charger,Accessories,3,81.67,Returned,Standard,2024-11-13,245.01
ORD00285,CUST0064,USB-C Hub,Accessories,4,28.4,Not Returned,Free Shipping,2024-12-24,113.6
ORD00286,CUST0149,Portable Monitor,Computer,2,446.54,Not Returned,International,2024-05-04,893.08
ORD00287,CUST0011,Smart Home Hub,Smart Home,2,203.11,Not Returned,Next Day,2024-04-17,406.22
ORD00288,CUST0021,Noise Cancelling Earbuds,Audio,2,225.2,Not Returned,Standard,2024-04-14,450.4
ORD00289,CUST0108,Gaming Mouse,Computer,5,117.95,Returned,International,2024-08-02,589.75
ORD00290,CUST0150,Mechanical Keyboard,Computer,3,67.52,Not Returned,Free Shipping,2024-03-23,202.56
ORD00291,CUST0145,Portable Monitor,Computer,5,281.13,Not Returned,Next Day,2024-05-03,1405.65
ORD00292,CUST0134,Bluetooth Speaker,Audio,5,130.64,Not Returned,International,2024-01-08,653.2
ORD00293,CUST0081,Portable Monitor,Computer,3,252.18,Not Returned,International,2024-09-14,756.54
ORD00294,CUST0067,Webcam HD,Accessories,2,99.21,Returned,Express,2024-12-12,198.42
ORD00295,CUST0053,Wireless Headphones,Electronics,3,288.71,Not Returned,Standard,2024-08-24,866.13
ORD00296,CUST0081,Gaming Mouse,Computer,4,71.74,Returned,International,2024-02-19,286.96
ORD00297,CUST0062,Webcam HD,Accessories,3,99.62,Not Returned,Free Shipping,2024-02-17,298.86
ORD00298,CUST0068,Wireless Charger,Accessories,3,27.22,Not Returned,Express,2024-03-21,81.66
ORD00299,CUST0102,Bluetooth Speaker,Audio,1,62.8,Returned,International,2024-07-03,62.8
ORD00300,CUST0034,Fitness Tracker,Wearables,4,198.89,Not Returned,International,2024-10-19,795.56
ORD00301,CUST0077,Wireless Charger,Accessories,1,61.8,Not Returned,Free Shipping,2024-01-14,61.8
ORD00302,CUST0118,Noise Cancelling Earbuds,Audio,2,188.95,Not Returned,Express,2024-11-05,377.9
ORD00303,CUST0081,Noise Cancelling Earbuds,Audio,2,335.29,Not Returned,Express,2024-04-10,670.58
ORD00304,CUST0019,Tablet,Electronics,4,559.11,Not Returned,Standard,2024-05-28,2236.44
ORD00305,CUST0003,USB-C Hub,Accessories,5,60.78,Not Returned,International,2024-06-26,303.9
ORD00306,CUST0118,Mechanical Keyboard,Computer,3,152.49,Not Returned,Standard,2024-07-23,457.47
ORD00307,CUST0145,Laptop Pro,Electronics,1,902.83,Not Returned,Express,2024-12-11,902.83
ORD00308,CUST0026,Wireless Charger,Accessories,4,,Not Returned,Standard,2024-06-15,
ORD00309,CUST0019,Portable Monitor,Computer,1,389.42,Returned,Free Shipping,2024-05-08,389.42
ORD00310,CUST0138,Mechanical Keyboard,Computer,3,159.84,Returned,Next Day,2024-02-07,479.52
ORD00311,CUST0055,Smart Watch,Electronics,5,178.71,Not Returned,Free Shipping,2024-03-25,893.55
ORD00312,CUST0130,Wireless Charger,Accessories,1,36.57,Returned,Express,2024-10-04,36.57
ORD00313,CUST0068,Bluetooth Speaker,Audio,4,115.4,Not Returned,Free Shipping,2024-03-04,461.6
ORD00314,CUST0034,Mechanical Keyboard,Computer,3,148.75,Not Returned,Express,2024-03-15,446.25
ORD00315,CUST0090,Fitness Tracker,Wearables,3,160.95,Not Returned,Free Shipping,2024-08-11,482.85
ORD00316,CUST0018,Gaming Mouse,Computer,5,65.33,Not Returned,International,2024-07-04,326.65
ORD00317,CUST0063,Mechanical Keyboard,Computer,4,74.92,Not Returned,International,2024-09-12,299.68
ORD00318,CUST0095,Gaming Mouse,Computer,3,40.42,Not Returned,Free Shipping,2024-04-15,121.26
ORD00319,CUST0073,Webcam HD,Accessories,1,57.74,Not Returned,Standard,2024-05-15,57.74
ORD00320,CUST0041,Noise Cancelling Earbuds,Audio,2,189.98,Not Returned,Express,2024-05-28,379.96
ORD00321,CUST0113,Smart Home Hub,Smart Home,4,,Not Returned,International,2024-02-03,
ORD00322,CUST0140,Webcam HD,Accessories,1,41.93,Not Returned,Express,2024-03-26,41.93
ORD00323,CUST0078,Gaming Mouse,Computer,5,54.99,Returned,International,2024-11-10,274.95
ORD00324,CUST0136,External SSD,Storage,5,223.63,Not Returned,Next Day,2024-12-23,1118.15
ORD00325,CUST0003,Laptop Pro,Electronics,3,1465.69,Not Returned,Free Shipping,2024-10-02,4397.07
ORD00326,CUST0142,External SSD,Storage,5,210.57,Not Returned,International,2024-04-27,1052.85
ORD00327,CUST0077,Bluetooth Speaker,Audio,2,33.15,Returned,Free Shipping,2024-06-05,66.3
ORD00328,CUST0027,Wireless Headphones,Electronics,1,138.48,Not Returned,Next Day,2024-02-23,138.48
ORD00329,CUST0035,Bluetooth Speaker,Audio,4,41.17,Not Returned,Express,2024-04-12,164.68
ORD00330,CUST0068,Smart Home Hub,Smart Home,3,181.67,Returned,Free Shipping,2024-07-17,545.01
ORD00331,CUST0030,USB-C Hub,Accessories,4,39.47,Not Returned,International,2024-01-22,157.88
ORD00332,CUST0028,Wireless Charger,Accessories,1,53.89,Not Returned,Next Day,2024-05-09,53.89
ORD00333,CUST0142,External SSD,Storage,2,173.39,Not Returned,International,2024-03-01,346.78
ORD00334,CUST0040,Fitness Tracker,Wearables,1,108.17,Not Returned,Next Day,2024-07-28,108.17
ORD00335,CUST0070,Bluetooth Speaker,Audio,1,40.16,Not Returned,Next Day,2024-08-18,40.16
ORD00336,CUST0073,Smart Home Hub,Smart Home,3,233.19,Not Returned,International,2024-12-18,699.57
ORD00337,CUST0054,Wireless Charger,Accessories,4,92.89,Not Returned,Free Shipping,2024-04-04,371.56
ORD00338,CUST0088,Tablet,Electronics,1,886.9,Not Returned,Express,2024-08-04,886.9
ORD00339,CUST0053,Smart Home Hub,Smart Home,1,,Returned,Express,2024-03-04,
ORD00340,CUST0068,Wireless Charger,Accessories,2,37.72,Not Returned,Next Day,2024-01-02,75.44
ORD00341,CUST0130,Wireless Charger,Accessories,5,53.55,Not Returned,International,2024-04-05,267.75
ORD00342,CUST0126,Fitness Tracker,Wearables,2,70.83,Not Returned,Next Day,2024-04-27,141.66
ORD00343,CUST0065,Laptop Pro,Electronics,4,1161.36,Returned,Express,2024-07-12,4645.44
ORD00344,CUST0014,Wireless Headphones,Electronics,4,173.28,Not Returned,Next Day,2024-11-21,693.12
ORD00345,CUST0024,Gaming Mouse,Computer,3,45.06,Not Returned,Next Day,2024-11-03,135.18
ORD00346,CUST0109,Bluetooth Speaker,Audio,5,82.16,Not Returned,Express,2024-10-19,410.8
ORD00347,CUST0071,USB-C Hub,Accessories,4,45.27,Not Returned,Free Shipping,2024-05-27,181.08
ORD00348,CUST0012,Smart Home Hub,Smart Home,5,162.32,Returned,Next Day,2024-02-01,811.6
ORD00349,CUST0001,Bluetooth Speaker,Audio,2,39.23,Returned,Free Shipping,2024-02-07,78.46
ORD00350,CUST0086,Gaming Mouse,Computer,4,60.14,Not Returned,Next Day,2024-11-15,240.56
ORD00351,CUST0034,Tablet,Electronics,1,447.95,Not Returned,International,2024-03-03,447.95
ORD00352,CUST0068,Noise Cancelling Earbuds,Audio,4,256.26,Not Returned,Next Day,2024-06-04,1025.04
ORD00353,CUST0042,Mechanical Keyboard,Computer,5,143.13,Returned,Next Day,2024-01-15,715.65
ORD00354,CUST0114,Wireless Charger,Accessories,4,39.67,Not Returned,Standard,2024-01-06,158.68
ORD00355,CUST0142,External SSD,Storage,3,114.23,Not Returned,International,2024-10-14,342.69
ORD00356,CUST0110,External SSD,Storage,1,177.49,Not Returned,International,2024-12-13,177.49
ORD00357,CUST0144,Mechanical Keyboard,Computer,3,192.84,Not Returned,Free Shipping,2024-08-01,578.52
ORD00358,CUST0003,USB-C Hub,Accessories,2,39.93,Not Returned,Free Shipping,2024-07-22,79.86
ORD00359,CUST0029,Smart Home Hub,Smart Home,4,185.43,Not Returned,Next Day,2024-07-06,741.72
ORD00360,CUST0020,External SSD,Storage,4,337.3,Not Returned,Express,2024-06-07,1349.2
ORD00361,CUST0039,Mechanical Keyboard,Computer,2,106.14,Returned,Next Day,2024-03-09,212.28
ORD00362,CUST0140,Mechanical Keyboard,Computer,3,106.86,Returned,Standard,2024-05-15,320.58
ORD00363,CUST0010,Smart Home Hub,Smart Home,1,218.63,Not Returned,Next Day,2024-03-02,218.63
ORD00364,CUST0095,Wireless Charger,Accessories,3,89.46,Not Returned,Standard,2024-10-20,268.38
ORD00365,CUST0150,Gaming Mouse,Computer,5,117.94,Not Returned,Next Day,2024-10-08,589.7
ORD00366,CUST0142,Gaming Mouse,Computer,3,50.89,Not Returned,Free Shipping,2024-11-10,152.67
ORD00367,CUST0038,Gaming Mouse,Computer,1,65.65,Not Returned,Next Day,2024-08-14,65.65
ORD00368,CUST0111,Bluetooth Speaker,Audio,4,143.67,Not Returned,Free Shipping,2024-09-16,574.68
ORD00369,CUST0033,Wireless Headphones,Electronics,3,100.21,Returned,Express,2024-01-03,300.63
ORD00370,CUST0011,Smart Home Hub,Smart Home,2,133.41,Not Returned,Express,2024-05-13,266.82
ORD00371,CUST0079,Bluetooth Speaker,Audio,1,145.75,Not Returned,International,2024-03-14,145.75
ORD00372,CUST0094,Mechanical Keyboard,Computer,4,195.62,Not Returned,Next Day,2024-04-21,782.48
ORD00373,CUST0011,Wireless Headphones,Electronics,1,122.86,Returned,International,2024-09-08,122.86
ORD00374,CUST0092,Smart Home Hub,Smart Home,2,198.14,Not Returned,Next Day,2024-11-26,396.28
ORD00375,CUST0054,External SSD,Storage,5,237.12,Not Returned,Express,2024-09-26,1185.6
ORD00376,CUST0064,Fitness Tracker,Wearables,1,136.38,Not Returned,Standard,2024-01-13,136.38
ORD00377,CUST0027,Smart Home Hub,Smart Home,1,121.21,Not Returned,International,2024-12-12,121.21
ORD00378,CUST0091,Smart Watch,Electronics,3,281.62,Not Returned,International,2024-08-18,844.86
ORD00379,CUST0144,Bluetooth Speaker,Audio,2,127.98,Not Returned,Express,2024-08-12,255.96
ORD00380,CUST0105,Bluetooth Speaker,Audio,2,77.15,Not Returned,Express,2024-10-17,154.3
ORD00381,CUST0040,Smart Home Hub,Smart Home,5,99.36,Not Returned,Standard,2024-06-13,496.8
ORD00382,CUST0061,Wireless Charger,Accessories,2,67.29,Not Returned,International,2024-05-06,134.58
ORD00383,CUST0042,Gaming Mouse,Computer,1,87.38,Not Returned,Express,2024-01-11,87.38
ORD00384,CUST0046,Smart Home Hub,Smart Home,5,172.76,Not Returned,Express,2024-10-08,863.8
ORD00385,CUST0106,Noise Cancelling Earbuds,Audio,2,270.43,Returned,Standard,2024-01-26,540.86
ORD00386,CUST0007,Fitness Tracker,Wearables,5,132.51,Returned,Standard,2024-05-02,662.55
ORD00387,CUST0046,External SSD,Storage,2,384.96,Not Returned,Free Shipping,2024-08-17,769.92
ORD00388,CUST0086,Noise Cancelling Earbuds,Audio,2,215.41,Not Returned,Next Day,2024-06-25,430.82
ORD00389,CUST0106,Gaming Mouse,Computer,3,96.67,Not Returned,Free Shipping,2024-10-08,290.01
ORD00390,CUST0064,Wireless Headphones,Electronics,2,159.61,Not Returned,Standard,2024-03-04,319.22
ORD00391,CUST0069,Portable Monitor,Computer,5,237.4,Not Returned,Express,2024-04-22,1187.0
ORD00392,CUST0041,Bluetooth Speaker,Audio,1,113.14,Returned,Standard,2024-04-09,113.14
ORD00393,CUST0028,Gaming Mouse,Computer,3,105.52,Not Returned,International,2024-09-27,316.56
ORD00394,CUST0098,Bluetooth Speaker,Audio,2,125.48,Not Returned,Express,2024-12-02,250.96
ORD00395,CUST0010,Mechanical Keyboard,Computer,2,117.28,Returned,Free Shipping,2024-04-19,234.56
ORD00396,CUST0121,Smart Watch,Electronics,5,324.76,Not Returned,Free Shipping,2024-07-12,1623.8
ORD00397,CUST0057,Gaming Mouse,Computer,3,90.67,Not Returned,Free Shipping,2024-03-06,272.01
ORD00398,CUST0052,Laptop Pro,Electronics,2,1090.43,Not Returned,Express,2024-04-19,2180.86
ORD00399,CUST0118,Smart Home Hub,Smart Home,1,191.97,Not Returned,Next Day,2024-06-26,191.97
ORD00400,CUST0090,External SSD,Storage,1,308.88,Not Returned,Next Day,2024-12-23,308.88
ORD00401,CUST0079,Smart Watch,Electronics,2,426.18,Not Returned,Next Day,2024-06-19,852.36
ORD00402,CUST0059,Gaming Mouse,Computer,1,45.92,Not Returned,Standard,2024-01-23,45.92
ORD00403,CUST0058,Laptop Pro,Electronics,3,1988.84,Not Returned,Standard,2024-12-12,5966.52
ORD00404,CUST0007,Laptop Pro,Electronics,2,1375.08,Not Returned,International,2024-10-19,2750.16
ORD00405,CUST0050,External SSD,Storage,5,208.26,Not Returned,Express,2024-03-19,1041.3
ORD00406,CUST0103,Gaming Mouse,Computer,3,80.53,Not Returned,International,2024-04-27,241.59
ORD00407,CUST0085,Smart Home Hub,Smart Home,1,236.47,Not Returned,Standard,2024-08-18,236.47
ORD00408,CUST0072,Smart Watch,Electronics,2,392.1,Not Returned,Express,2024-05-06,784.2
ORD00409,CUST0018,Tablet,Electronics,3,626.19,Not Returned,Free Shipping,2024-08-02,1878.57
ORD00410,CUST0072,Portable Monitor,Computer,1,387.22,Not Returned,Express,2024-02-02,387.22
ORD00411,CUST0090,Fitness Tracker,Wearables,2,103.93,Not Returned,Standard,2024-04-20,207.86
ORD00412,CUST0131,Wireless Charger,Accessories,4,92.16,Not Returned,Free Shipping,2024-04-01,368.64
ORD00413,CUST0103,Wireless Headphones,Electronics,5,184.23,Not Returned,Free Shipping,2024-09-16,921.15
ORD00414,CUST0138,Portable Monitor,Computer,1,341.45,Not Returned,Express,2024-01-11,341.45
ORD00415,CUST0085,Laptop Pro,Electronics,1,901.98,Not Returned,Next Day,2024-10-07,901.98
ORD00416,CUST0008,Noise Cancelling Earbuds,Audio,4,292.24,Returned,Standard,2024-03-11,1168.96
ORD00417,CUST0030,Gaming Mouse,Computer,4,92.61,Not Returned,Standard,2024-12-06,370.44
ORD00418,CUST0067,Wireless Charger,Accessories,3,51.63,Not Returned,Next Day,2024-06-02,154.89
ORD00419,CUST0046,Wireless Charger,Accessories,5,73.52,Not Returned,International,2024-01-05,367.6
ORD00420,CUST0149,Wireless Charger,Accessories,5,28.32,Returned,International,2024-10-23,141.6
ORD00421,CUST0068,Mechanical Keyboard,Computer,1,197.71,Not Returned,Standard,2024-03-25,197.71
ORD00422,CUST0010,Smart Watch,Electronics,4,,Not Returned,Next Day,2024-02-28,
ORD00423,CUST0028,Laptop Pro,Electronics,5,1279.54,Not Returned,Next Day,2024-09-28,6397.7
ORD00424,CUST0112,Gaming Mouse,Computer,2,100.21,Not Returned,Free Shipping,2024-06-03,200.42
ORD00425,CUST0089,Portable Monitor,Computer,5,439.72,Returned,International,2024-06-23,2198.6
ORD00426,CUST0081,Wireless Charger,Accessories,1,57.28,Not Returned,International,2024-11-13,57.28
ORD00427,CUST0112,Wireless Headphones,Electronics,5,52.64,Not Returned,Free Shipping,2024-10-04,263.2
ORD00428,CUST0131,Portable Monitor,Computer,3,227.62,Returned,Express,2024-06-10,682.86
ORD00429,CUST0030,Wireless Headphones,Electronics,4,177.67,Returned,International,2024-06-05,710.68
ORD00430,CUST0099,USB-C Hub,Accessories,1,51.13,Not Returned,Free Shipping,2024-03-24,51.13
ORD00431,CUST0148,Wireless Charger,Accessories,1,68.54,Not Returned,Next Day,2024-07-26,68.54
ORD00432,CUST0049,Wireless Headphones,Electronics,4,193.81,Not Returned,Express,2024-11-16,775.24
ORD00433,CUST0066,Noise Cancelling Earbuds,Audio,4,211.44,Not Returned,Standard,2024-11-11,845.76
ORD00434,CUST0012,Tablet,Electronics,4,534.68,Returned,Next Day,2024-03-23,2138.72
ORD00435,CUST0112,Tablet,Electronics,1,763.41,Not Returned,Express,2024-09-23,763.41
ORD00436,CUST0001,Laptop Pro,Electronics,4,1506.31,Returned,Free Shipping,2024-10-26,6025.24
ORD00437,CUST0134,Smart Watch,Electronics,4,325.16,Not Returned,Next Day,2024-06-08,1300.64
ORD00438,CUST0138,Smart Watch,Electronics,1,270.74,Not Returned,Express,2024-11-19,270.74
ORD00439,CUST0051,Fitness Tracker,Wearables,1,53.68,Not Returned,Standard,2024-03-13,53.68
ORD00440,CUST0094,Noise Cancelling Earbuds,Audio,3,126.14,Not Returned,Next Day,2024-05-24,378.42
ORD00441,CUST0111,Gaming Mouse,Computer,5,73.28,Not Returned,Next Day,2024-12-10,366.4
ORD00442,CUST0018,Wireless Headphones,Electronics,2,290.43,Not Returned,International,2024-03-06,580.86
ORD00443,CUST0085,Bluetooth Speaker,Audio,1,43.93,Not Returned,Express,2024-12-01,43.93
ORD00444,CUST0081,Wireless Headphones,Electronics,2,285.17,Not Returned,Express,2024-12-19,570.34
ORD00445,CUST0032,External SSD,Storage,3,125.34,Not Returned,International,2024-07-28,376.02
ORD00446,CUST0077,Fitness Tracker,Wearables,5,96.78,Returned,Free Shipping,2024-10-02,483.9
ORD00447,CUST0130,USB-C Hub,Accessories,5,47.32,Not Returned,Free Shipping,2024-03-20,236.6
ORD00448,CUST0080,Noise Cancelling Earbuds,Audio,5,151.72,Not Returned,International,2024-06-26,758.6
ORD00449,CUST0105,Noise Cancelling Earbuds,Audio,3,220.73,Not Returned,Next Day,2024-10-08,662.19
ORD00450,CUST0084,Fitness Tracker,Wearables,4,121.42,Not Returned,Standard,2024-11-19,485.68
ORD00451,CUST0104,Noise Cancelling Earbuds,Audio,5,209.54,Not Returned,Free Shipping,2024-02-16,1047.7
ORD00452,CUST0076,Bluetooth Speaker,Audio,5,113.61,Not Returned,Standard,2024-03-11,568.05
ORD00453,CUST0142,Fitness Tracker,Wearables,3,97.84,Not Returned,Express,2024-12-03,293.52
ORD00454,CUST0033,External SSD,Storage,4,176.08,Not Returned,Express,2024-04-12,704.32
ORD00455,CUST0050,USB-C Hub,Accessories,5,68.61,Not Returned,Free Shipping,2024-06-06,343.05
ORD00456,CUST0108,Wireless Charger,Accessories,5,33.63,Not Returned,Next Day,2024-11-03,168.15
ORD00457,CUST0098,Webcam HD,Accessories,4,106.43,Not Returned,Express,2024-12-22,425.72
ORD00458,CUST0045,Wireless Charger,Accessories,1,73.6,Not Returned,Standard,2024-11-24,73.6
ORD00459,CUST0146,Gaming Mouse,Computer,1,94.17,Returned,Next Day,2024-06-15,94.17
ORD00460,CUST0078,Portable Monitor,Computer,5,199.31,Not Returned,Free Shipping,2024-01-09,996.55
ORD00461,CUST0104,Noise Cancelling Earbuds,Audio,2,345.98,Not Returned,Express,2024-04-08,691.96
ORD00462,CUST0141,USB-C Hub,Accessories,4,34.63,Not Returned,Free Shipping,2024-12-03,138.52
ORD00463,CUST0001,Gaming Mouse,Computer,4,53.96,Not Returned,Next Day,2024-06-09,215.84
ORD00464,CUST0078,Noise Cancelling Earbuds,Audio,2,140.03,Not Returned,Next Day,2024-02-24,280.06
ORD00465,CUST0074,Noise Cancelling Earbuds,Audio,4,239.96,Not Returned,Next Day,2024-01-02,959.84
ORD00466,CUST0054,Laptop Pro,Electronics,3,1950.16,Not Returned,International,2024-07-15,5850.48
ORD00467,CUST0111,Noise Cancelling Earbuds,Audio,4,157.96,Not Returned,International,2024-12-14,631.84
ORD00468,CUST0149,Smart Home Hub,Smart Home,4,148.86,Not Returned,Standard,2024-03-14,595.44
ORD00469,CUST0083,Wireless Headphones,Electronics,4,96.11,Not Returned,Next Day,2024-08-13,384.44
ORD00470,CUST0120,Fitness Tracker,Wearables,1,146.07,Returned,Next Day,2024-06-18,146.07
ORD00471,CUST0114,Bluetooth Speaker,Audio,3,81.86,Not Returned,Express,2024-07-04,245.58
ORD00472,CUST0114,Tablet,Electronics,4,317.52,Not Returned,Standard,2024-08-26,1270.08
ORD00473,CUST0055,Bluetooth Speaker,Audio,3,103.69,Not Returned,Standard,2024-10-21,311.07
ORD00474,CUST0131,Gaming Mouse,Computer,3,55.79,Not Returned,Free Shipping,2024-11-08,167.37
ORD00475,CUST0122,Tablet,Electronics,3,655.32,Not Returned,Next Day,2024-03-15,1965.96
ORD00476,CUST0044,Wireless Headphones,Electronics,2,147.21,Not Returned,Express,2024-02-26,294.42
ORD00477,CUST0022,Smart Watch,Electronics,4,396.66,Not Returned,Free Shipping,2024-01-10,1586.64
ORD00478,CUST0073,Bluetooth Speaker,Audio,1,54.69,Not Returned,International,2024-01-11,54.69
ORD00479,CUST0132,Smart Watch,Electronics,1,413.31,Not Returned,Next Day,2024-05-04,413.31
ORD00480,CUST0086,External SSD,Storage,1,338.79,Not Returned,Standard,2024-02-11,338.79
ORD00481,CUST0024,Wireless Headphones,Electronics,1,65.64,Not Returned,Next Day,2024-03-13,65.64
ORD00482,CUST0061,Smart Watch,Electronics,4,185.61,Returned,Next Day,2024-03-24,742.44
ORD00483,CUST0080,Laptop Pro,Electronics,1,1846.38,Not Returned,International,2024-02-18,1846.38
ORD00484,CUST0058,USB-C Hub,Accessories,3,31.22,Not Returned,Express,2024-02-11,93.66
ORD00485,CUST0051,Wireless Charger,Accessories,2,49.45,Not Returned,Express,2024-10-20,98.9
ORD00486,CUST0038,Smart Home Hub,Smart Home,5,157.78,Not Returned,Express,2024-08-23,788.9
ORD00487,CUST0007,Noise Cancelling Earbuds,Audio,1,165.59,Not Returned,Free Shipping,2024-01-14,165.59
ORD00488,CUST0012,Wireless Charger,Accessories,5,89.7,Not Returned,Express,2024-11-06,448.5
ORD00489,CUST0063,Gaming Mouse,Computer,5,82.22,Not Returned,Free Shipping,2024-10-14,411.1
ORD00490,CUST0122,Laptop Pro,Electronics,5,1566.93,Not Returned,International,2024-03-02,7834.65
ORD00491,CUST0019,Bluetooth Speaker,Audio,3,101.64,Not Returned,Next Day,2024-02-11,304.92
ORD00492,CUST0117,Gaming Mouse,Computer,1,88.9,Not Returned,Free Shipping,2024-04-07,88.9
ORD00493,CUST0107,Smart Home Hub,Smart Home,4,179.79,Not Returned,International,2024-07-23,719.16
ORD00494,CUST0148,Gaming Mouse,Computer,3,67.83,Not Returned,Free Shipping,2024-09-24,203.49
ORD00495,CUST0050,Smart Home Hub,Smart Home,4,223.74,Not Returned,International,2024-12-18,894.96
ORD00496,CUST0099,Portable Monitor,Computer,1,335.21,Returned,Express,2024-05-22,335.21
ORD00497,CUST0127,Wireless Charger,Accessories,3,86.03,Not Returned,Express,2024-05-10,258.09
ORD00498,CUST0103,Wireless Headphones,Electronics,5,226.5,Returned,International,2024-04-04,1132.5
ORD00499,CUST0063,Tablet,Electronics,3,478.47,Not Returned,Standard,2024-01-13,1435.41
ORD00500,CUST0038,Bluetooth Speaker,Audio,3,103.74,Not Returned,International,2024-10-18,311.22
ORD00362,CUST0140,Mechanical Keyboard,Computer,3,106.86,Returned,Standard,2024-05-15,320.58
ORD00074,CUST0070,External SSD,Storage,4,362.8,Not Returned,Standard,2024-11-05,1451.2
ORD00375,CUST0054,External SSD,Storage,5,237.12,Not Returned,Express,2024-09-26,1185.6
ORD00156,CUST0021,Wireless Charger,Accessories,1,93.63,Not Returned,Free Shipping,2024-04-03,93.63
ORD00105,CUST0036,USB-C Hub,Accessories,1,57.56,Not Returned,Next Day,2024-08-26,57.56
ORD00395,CUST0010,Mechanical Keyboard,Computer,2,117.28,Returned,Free Shipping,2024-04-19,234.56
ORD00378,CUST0091,Smart Watch,Electronics,3,281.62,Not Returned,International,2024-08-18,844.86
